layer	PC	variance_explained	variance_explained_percent
DNA methylation	PC329	4.537708096830352e-4	0.045
DNA methylation	PC330	4.5227214499557277e-4	0.045
DNA methylation	PC331	4.471731470258032e-4	0.045
DNA methylation	PC332	4.445825800217204e-4	0.044
DNA methylation	PC333	4.437262705083036e-4	0.044
DNA methylation	PC334	4.4146321459021535e-4	0.044
DNA methylation	PC335	4.405418053894101e-4	0.044
DNA methylation	PC336	4.397929136747759e-4	0.044
DNA methylation	PC337	4.364205766669164e-4	0.044
DNA methylation	PC338	4.361801246044095e-4	0.044
DNA methylation	PC339	4.3309809273734046e-4	0.043
DNA methylation	PC340	4.326752866358248e-4	0.043
DNA methylation	PC341	4.3040047651226123e-4	0.043
DNA methylation	PC342	4.285390803126709e-4	0.043
DNA methylation	PC343	4.2635644861649505e-4	0.043
DNA methylation	PC344	4.2516694155483544e-4	0.043
DNA methylation	PC345	4.24570614754559e-4	0.042
DNA methylation	PC346	4.226525874916656e-4	0.042
DNA methylation	PC347	4.208635257342086e-4	0.042
DNA methylation	PC348	4.1977051130466877e-4	0.042
DNA methylation	PC349	4.1744404486990835e-4	0.042
DNA methylation	PC350	4.152833843396802e-4	0.042
DNA methylation	PC351	4.130326418557164e-4	0.041
DNA methylation	PC352	4.1154099786910387e-4	0.041
DNA methylation	PC353	4.101164130846155e-4	0.041
DNA methylation	PC354	4.0908445143437636e-4	0.041
DNA methylation	PC355	4.0767980626170387e-4	0.041
DNA methylation	PC356	4.051738131514903e-4	0.041
DNA methylation	PC357	4.047040408664469e-4	0.04
DNA methylation	PC358	4.0284205768898525e-4	0.04
DNA methylation	PC359	4.024320225619467e-4	0.04
DNA methylation	PC360	4.00927076704395e-4	0.04
DNA methylation	PC361	3.989316907370038e-4	0.04
DNA methylation	PC362	3.968760594537938e-4	0.04
DNA methylation	PC363	3.951169305512232e-4	0.04
DNA methylation	PC364	3.9356342146657446e-4	0.039
DNA methylation	PC365	3.910684874044785e-4	0.039
DNA methylation	PC366	3.9022701493007675e-4	0.039
DNA methylation	PC367	3.8889826058636004e-4	0.039
DNA methylation	PC368	3.879014055363817e-4	0.039
DNA methylation	PC369	3.847821029796184e-4	0.038
DNA methylation	PC370	3.8336841103318387e-4	0.038
DNA methylation	PC371	3.820984993769718e-4	0.038
DNA methylation	PC372	3.814795469117818e-4	0.038
DNA methylation	PC373	3.7756198740094947e-4	0.038
DNA methylation	PC374	3.770420479042687e-4	0.038
DNA methylation	PC375	3.7528911055202734e-4	0.038
DNA methylation	PC376	3.738933121465758e-4	0.037
DNA methylation	PC377	3.726637044521566e-4	0.037
DNA methylation	PC378	3.714939227667657e-4	0.037
DNA methylation	PC379	3.707027321485536e-4	0.037
DNA methylation	PC380	3.6803232403536334e-4	0.037
DNA methylation	PC381	3.6736392272699827e-4	0.037
DNA methylation	PC382	3.6689794931680353e-4	0.037
DNA methylation	PC383	3.637800819625136e-4	0.036
DNA methylation	PC384	3.635294721921546e-4	0.036
DNA methylation	PC385	3.6134498954162045e-4	0.036
DNA methylation	PC386	3.584670080463122e-4	0.036
DNA methylation	PC387	3.578427433058494e-4	0.036
DNA methylation	PC388	3.5697917307398456e-4	0.036
DNA methylation	PC389	3.552686747616144e-4	0.036
DNA methylation	PC390	3.5421278087281727e-4	0.035
DNA methylation	PC391	3.520554501613306e-4	0.035
DNA methylation	PC392	3.510132988302834e-4	0.035
DNA methylation	PC393	3.4917169886138316e-4	0.035
DNA methylation	PC394	3.480003260574791e-4	0.035
DNA methylation	PC395	3.461674306517853e-4	0.035
DNA methylation	PC396	3.448769915349761e-4	0.034
DNA methylation	PC397	3.4473427856837233e-4	0.034
DNA methylation	PC398	0.00034210486087751085	0.034
DNA methylation	PC399	3.3988262629484634e-4	0.034
DNA methylation	PC400	3.390778454248167e-4	0.034
DNA methylation	PC401	3.379491602237242e-4	0.034
DNA methylation	PC402	3.3605533823844195e-4	0.034
DNA methylation	PC403	3.347950182395441e-4	0.033
DNA methylation	PC404	3.335053299759432e-4	0.033
DNA methylation	PC405	3.324681477654912e-4	0.033
DNA methylation	PC406	3.3104143418358483e-4	0.033
DNA methylation	PC407	3.3036952545526183e-4	0.033
DNA methylation	PC408	3.290314206384248e-4	0.033
DNA methylation	PC409	3.2686359879418805e-4	0.033
DNA methylation	PC410	3.257606807508317e-4	0.033
DNA methylation	PC411	3.2531613291203216e-4	0.033
DNA methylation	PC412	3.224994976562187e-4	0.032
DNA methylation	PC413	3.2146573615971e-4	0.032
DNA methylation	PC414	3.2043725063703594e-4	0.032
DNA methylation	PC415	3.2004569559954463e-4	0.032
DNA methylation	PC416	3.1858197398884397e-4	0.032
DNA methylation	PC417	3.170332533677327e-4	0.032
DNA methylation	PC418	3.137498003433237e-4	0.031
DNA methylation	PC419	3.128375845463273e-4	0.031
DNA methylation	PC420	3.111494850181524e-4	0.031
DNA methylation	PC421	3.09988096113237e-4	0.031
DNA methylation	PC422	3.086964110676772e-4	0.031
DNA methylation	PC423	3.068543462533086e-4	0.031
DNA methylation	PC424	3.057454997554301e-4	0.031
DNA methylation	PC425	3.0554486885512943e-4	0.031
DNA methylation	PC426	3.023006603114521e-4	0.03
DNA methylation	PC427	3.017197163901964e-4	0.03
DNA methylation	PC428	3.010898690795361e-4	0.03
DNA methylation	PC429	3.0003416351828726e-4	0.03
DNA methylation	PC430	2.983138302157007e-4	0.03
DNA methylation	PC431	2.9694076688092843e-4	0.03
DNA methylation	PC432	2.963508600664452e-4	0.03
DNA methylation	PC433	2.9409802692584503e-4	0.029
DNA methylation	PC434	2.9329995333874785e-4	0.029
DNA methylation	PC435	2.9287659833473464e-4	0.029
DNA methylation	PC436	2.9182387648200647e-4	0.029
DNA methylation	PC437	2.89401381596486e-4	0.029
DNA methylation	PC438	2.887262731734906e-4	0.029
DNA methylation	PC439	2.877236231400489e-4	0.029
DNA methylation	PC440	2.8556259730656716e-4	0.029
DNA methylation	PC441	2.851125703686461e-4	0.029
DNA methylation	PC442	2.8269198751804505e-4	0.028
DNA methylation	PC443	2.805587431444917e-4	0.028
DNA methylation	PC444	2.794358977218592e-4	0.028
DNA methylation	PC445	2.785296036313859e-4	0.028
DNA methylation	PC446	2.7759394624366857e-4	0.028
DNA methylation	PC447	2.759530657483898e-4	0.028
DNA methylation	PC448	2.7548072049412024e-4	0.028
DNA methylation	PC449	2.742070981667985e-4	0.027
DNA methylation	PC450	2.7196520586005984e-4	0.027
DNA methylation	PC451	2.7154400034158974e-4	0.027
DNA methylation	PC452	2.7022724570122456e-4	0.027
DNA methylation	PC453	2.687795178604306e-4	0.027
DNA methylation	PC454	2.674444848992258e-4	0.027
DNA methylation	PC455	2.6639396391922414e-4	0.027
DNA methylation	PC456	2.6530657560756084e-4	0.027
DNA methylation	PC457	2.6466034857110384e-4	0.026
DNA methylation	PC458	2.621915744456198e-4	0.026
DNA methylation	PC459	2.6150883801256166e-4	0.026
DNA methylation	PC460	2.601125480565754e-4	0.026
DNA methylation	PC461	2.5738576906146566e-4	0.026
DNA methylation	PC462	2.564212643803644e-4	0.026
DNA methylation	PC463	2.5552849162186283e-4	0.026
DNA methylation	PC464	2.549136085222945e-4	0.025
DNA methylation	PC465	2.5374269018058163e-4	0.025
DNA methylation	PC466	2.5178452318740406e-4	0.025
DNA methylation	PC467	2.5157960221647654e-4	0.025
DNA methylation	PC468	2.5059043464030375e-4	0.025
DNA methylation	PC469	2.4940387726596927e-4	0.025
DNA methylation	PC470	2.4864084377402396e-4	0.025
DNA methylation	PC471	2.471490192027453e-4	0.025
DNA methylation	PC472	2.4529731064297847e-4	0.025
DNA methylation	PC473	2.442766084060136e-4	0.024
DNA methylation	PC474	2.4300225043524053e-4	0.024
DNA methylation	PC475	2.4122253725689452e-4	0.024
DNA methylation	PC476	2.3997914404778742e-4	0.024
DNA methylation	PC477	2.38070956720021e-4	0.024
DNA methylation	PC478	2.3802225292566916e-4	0.024
DNA methylation	PC479	2.3729302377599972e-4	0.024
DNA methylation	PC480	2.353913685862293e-4	0.024
DNA methylation	PC481	2.3505589886072835e-4	0.024
DNA methylation	PC482	2.3371857506291734e-4	0.023
DNA methylation	PC483	2.3242890601498652e-4	0.023
DNA methylation	PC484	2.3122272924197852e-4	0.023
DNA methylation	PC485	2.2906595165922807e-4	0.023
DNA methylation	PC486	2.282550408996987e-4	0.023
DNA methylation	PC487	2.2736669599118366e-4	0.023
DNA methylation	PC488	2.250845695812712e-4	0.023
DNA methylation	PC489	2.240670849643778e-4	0.022
DNA methylation	PC490	2.2245273986469551e-4	0.022
DNA methylation	PC491	2.210796203075098e-4	0.022
DNA methylation	PC492	2.19761228022635e-4	0.022
DNA methylation	PC493	2.1809528387136824e-4	0.022
DNA methylation	PC494	2.1698317299448407e-4	0.022
DNA methylation	PC495	2.166231903661902e-4	0.022
DNA methylation	PC496	2.157092118391628e-4	0.022
DNA methylation	PC497	2.144790741638125e-4	0.021
DNA methylation	PC498	2.1399971210986157e-4	0.021
DNA methylation	PC499	2.1297688660590545e-4	0.021
DNA methylation	PC500	2.1107888465731066e-4	0.021
DNA methylation	PC501	2.088430271383003e-4	0.021
DNA methylation	PC502	2.079969922813173e-4	0.021
DNA methylation	PC503	2.068213994612078e-4	0.021
DNA methylation	PC504	2.054463645327552e-4	0.021
DNA methylation	PC505	2.0402889095304241e-4	0.02
DNA methylation	PC506	2.0302158468309204e-4	0.02
DNA methylation	PC507	2.0116590949351157e-4	0.02
DNA methylation	PC508	1.990256757079853e-4	0.02
DNA methylation	PC509	1.9843658011619794e-4	0.02
DNA methylation	PC510	1.9781636224902737e-4	0.02
DNA methylation	PC511	1.9667352507675773e-4	0.02
DNA methylation	PC512	1.9467311178489205e-4	0.019
DNA methylation	PC513	1.9340156405174056e-4	0.019
DNA methylation	PC514	1.9179122740456463e-4	0.019
DNA methylation	PC515	1.907385958106329e-4	0.019
DNA methylation	PC516	1.899292785630763e-4	0.019
DNA methylation	PC517	1.8881440248870847e-4	0.019
DNA methylation	PC518	1.8866722249553933e-4	0.019
DNA methylation	PC519	1.8636589241793924e-4	0.019
DNA methylation	PC520	1.8504848852546823e-4	0.019
DNA methylation	PC521	1.8479556670901454e-4	0.018
DNA methylation	PC522	1.8358707514029766e-4	0.018
DNA methylation	PC523	1.8212998515321107e-4	0.018
DNA methylation	PC524	1.8116686561801622e-4	0.018
DNA methylation	PC525	1.8000548302139947e-4	0.018
DNA methylation	PC526	1.7713925289566796e-4	0.018
DNA methylation	PC527	1.761155386276989e-4	0.018
DNA methylation	PC528	1.743343633490522e-4	0.017
DNA methylation	PC529	1.720020900835273e-4	0.017
DNA methylation	PC530	1.7150381649510697e-4	0.017
DNA methylation	PC531	1.7011063859758002e-4	0.017
DNA methylation	PC532	1.6863520114511544e-4	0.017
DNA methylation	PC533	1.6740425508959735e-4	0.017
DNA methylation	PC534	1.6508315535199584e-4	0.017
DNA methylation	PC535	1.6398060011917667e-4	0.016
DNA methylation	PC536	1.6279980053897567e-4	0.016
DNA methylation	PC537	1.6163220237503897e-4	0.016
DNA methylation	PC538	1.5756248578644238e-4	0.016
DNA methylation	PC539	1.5535176324410805e-4	0.016
DNA methylation	PC540	1.5491698307413832e-4	0.015
DNA methylation	PC541	1.5250106059916583e-4	0.015
DNA methylation	PC542	1.5166022691725847e-4	0.015
DNA methylation	PC543	1.4863179294545767e-4	0.015
DNA methylation	PC544	1.4789204244260995e-4	0.015
DNA methylation	PC545	1.457030671312296e-4	0.015
DNA methylation	PC546	1.4264046553974226e-4	0.014
DNA methylation	PC547	1.410963211120904e-4	0.014
DNA methylation	PC548	1.397627234714951e-4	0.014
DNA methylation	PC549	1.3877198834876122e-4	0.014
DNA methylation	PC550	1.3787935010744058e-4	0.014
DNA methylation	PC551	1.313200936676292e-4	0.013
DNA methylation	PC552	1.311950912502466e-4	0.013
DNA methylation	PC553	1.2701296086053068e-4	0.013
DNA methylation	PC554	1.2384952897036581e-4	0.012
DNA methylation	PC555	1.2002674204262444e-4	0.012
DNA methylation	PC556	1.1860125162070447e-4	0.012
DNA methylation	PC557	1.16177718731999e-4	0.012
DNA methylation	PC558	1.132983889702363e-4	0.011
DNA methylation	PC559	1.1147272311901668e-4	0.011
DNA methylation	PC560	1.0510692225629585e-4	0.011
DNA methylation	PC561	1.0206325614746048e-4	0.01
DNA methylation	PC562	9.90186476746026e-5	0.01
DNA methylation	PC563	9.041069382090237e-5	0.009
DNA methylation	PC564	8.787077114480015e-5	0.009
DNA methylation	PC565	7.990628646656917e-5	0.008
DNA methylation	PC566	7.2451538322754e-5	0.007
DNA methylation	PC567	2.110397658288745e-32	0
RPPA	PC1	0.13994603210754392	13.995
RPPA	PC2	0.1229262979054638	12.293
RPPA	PC3	0.0925905942855269	9.259
RPPA	PC4	0.05627136188587541	5.627
RPPA	PC5	0.03854758248005086	3.855
RPPA	PC6	0.035395311988096825	3.54
RPPA	PC7	0.02517975780252142	2.518
RPPA	PC8	0.023325500936569033	2.333
RPPA	PC9	0.020198629393038788	2.02
RPPA	PC10	0.01858676655681129	1.859
RPPA	PC11	0.016423110369647154	1.642
RPPA	PC12	0.014230541280661287	1.423
RPPA	PC13	0.013520489984628082	1.352
RPPA	PC14	0.013011647314135212	1.301
RPPA	PC15	0.012512493668033258	1.251
RPPA	PC16	0.011599079315806619	1.16
RPPA	PC17	0.010101247542331064	1.01
RPPA	PC18	0.009785741436022996	0.979
RPPA	PC19	0.009453883655235256	0.945
RPPA	PC20	0.00924098186516407	0.924
RPPA	PC21	0.008357107778972585	0.836
RPPA	PC22	0.008012463743284449	0.801
RPPA	PC23	0.007866749769509327	0.787
RPPA	PC24	0.007498166161735138	0.75
RPPA	PC25	0.007355317517482313	0.736
RPPA	PC26	0.006899820956282078	0.69
RPPA	PC27	0.006700381956810514	0.67
RPPA	PC28	0.006477070196060054	0.648
RPPA	PC29	0.006226588730061611	0.623
RPPA	PC30	0.00582168398021002	0.582
RPPA	PC31	0.00578891397836753	0.579
RPPA	PC32	0.005576029640915689	0.558
RPPA	PC33	0.005393785006575741	0.539
RPPA	PC34	0.00513361734432687	0.513
RPPA	PC35	0.004905050486064896	0.491
RPPA	PC36	0.00471029169730988	0.471
RPPA	PC37	0.004595784307093661	0.46
RPPA	PC38	0.004472408510037904	0.447
RPPA	PC39	0.004444850762838734	0.444
RPPA	PC40	0.004401747519873252	0.44
RPPA	PC41	0.004257422074986218	0.426
RPPA	PC42	0.004017687519055883	0.402
RPPA	PC43	0.0038463826590092133	0.385
RPPA	PC44	0.0037628223759013394	0.376
RPPA	PC45	0.003617250412606604	0.362
RPPA	PC46	0.0035742412660034104	0.357
RPPA	PC47	0.003523066166623239	0.352
RPPA	PC48	0.003497252955010947	0.35
RPPA	PC49	0.0033499582599038546	0.335
RPPA	PC50	0.003336444138717902	0.334
RPPA	PC51	0.00318393067126926	0.318
RPPA	PC52	0.0031150194197412783	0.312
RPPA	PC53	0.0030232548355328343	0.302
RPPA	PC54	0.0029910759848926797	0.299
RPPA	PC55	0.0029367423306505564	0.294
RPPA	PC56	0.0028915582360760903	0.289
RPPA	PC57	0.002769268137613008	0.277
RPPA	PC58	0.0027248792131552334	0.272
RPPA	PC59	0.0027049692723867904	0.27
RPPA	PC60	0.002631721175584454	0.263
RPPA	PC61	0.002597430244377548	0.26
RPPA	PC62	0.002540366484742808	0.254
RPPA	PC63	0.0024849907117446054	0.248
RPPA	PC64	0.002460323532473359	0.246
RPPA	PC65	0.002417365164044455	0.242
RPPA	PC66	0.002354255678169638	0.235
RPPA	PC67	0.0022275202561346436	0.223
RPPA	PC68	0.0022141108882672276	0.221
RPPA	PC69	0.0021492631848686545	0.215
RPPA	PC70	0.002134966266517641	0.213
RPPA	PC71	0.0021026974554521154	0.21
RPPA	PC72	0.002045150825447615	0.205
RPPA	PC73	0.002010734308700305	0.201
RPPA	PC74	0.0019801836642638782	0.198
RPPA	PC75	0.0019508722799995864	0.195
RPPA	PC76	0.0019042076231024834	0.19
RPPA	PC77	0.0018589732659054128	0.186
RPPA	PC78	0.0018242892656665937	0.182
RPPA	PC79	0.0017994725554408386	0.18
RPPA	PC80	0.001753998503610604	0.175
RPPA	PC81	0.001726715610520439	0.173
RPPA	PC82	0.0016954653928827994	0.17
RPPA	PC83	0.0016787033457528345	0.168
RPPA	PC84	0.0016062846354006233	0.161
RPPA	PC85	0.001588337499645368	0.159
RPPA	PC86	0.0015537023335473231	0.155
RPPA	PC87	0.0015395685600967457	0.154
RPPA	PC88	0.0015297843721136174	0.153
RPPA	PC89	0.0014936379489641246	0.149
RPPA	PC90	0.0014801893806859925	0.148
RPPA	PC91	0.001437000588451217	0.144
RPPA	PC92	0.001402058152322649	0.14
RPPA	PC93	0.0013812952443148358	0.138
RPPA	PC94	0.001366652991061096	0.137
RPPA	PC95	0.0013509479455466884	0.135
RPPA	PC96	0.0013269336717502518	0.133
RPPA	PC97	0.00130784392565235	0.131
RPPA	PC98	0.0012994077754762009	0.13
RPPA	PC99	0.0012649479040541334	0.126
RPPA	PC100	0.0012258698395799226	0.123
RPPA	PC101	0.001194251656524151	0.119
RPPA	PC102	0.0011848717577605267	0.118
RPPA	PC103	0.001136190279401097	0.114
RPPA	PC104	0.0011204174527126055	0.112
RPPA	PC105	0.0011010857071231004	0.11
RPPA	PC106	0.0010699096860862162	0.107
RPPA	PC107	0.001055799498749718	0.106
RPPA	PC108	0.001032703904807128	0.103
RPPA	PC109	0.001010421260167616	0.101
RPPA	PC110	9.977651328722896e-4	0.1
RPPA	PC111	9.745044317093773e-4	0.097
RPPA	PC112	9.559448869002733e-4	0.096
RPPA	PC113	9.420434410296745e-4	0.094
RPPA	PC114	9.214316911129915e-4	0.092
RPPA	PC115	9.03802214228923e-4	0.09
RPPA	PC116	8.843882171238219e-4	0.088
RPPA	PC117	8.527999717780232e-4	0.085
RPPA	PC118	8.486903135280147e-4	0.085
RPPA	PC119	8.42915824589012e-4	0.084
RPPA	PC120	8.331219771319604e-4	0.083
RPPA	PC121	8.263222963790266e-4	0.083
RPPA	PC122	8.006710784126614e-4	0.08
RPPA	PC123	7.927195881355776e-4	0.079
RPPA	PC124	7.786152955788238e-4	0.078
RPPA	PC125	7.590043606558542e-4	0.076
RPPA	PC126	7.501398550993327e-4	0.075
RPPA	PC127	7.347291713172205e-4	0.073
RPPA	PC128	7.02923060135757e-4	0.07
RPPA	PC129	6.932891604975587e-4	0.069
RPPA	PC130	6.791922492961729e-4	0.068
RPPA	PC131	6.63832387347755e-4	0.066
RPPA	PC132	6.491661533962127e-4	0.065
RPPA	PC133	6.4098771213031e-4	0.064
RPPA	PC134	6.363127821177986e-4	0.064
RPPA	PC135	6.147820526771574e-4	0.061
RPPA	PC136	5.972538453585196e-4	0.06
RPPA	PC137	5.914869899171744e-4	0.059
RPPA	PC138	5.857730589730445e-4	0.059
RPPA	PC139	5.63372363344064e-4	0.056
RPPA	PC140	5.605915059143686e-4	0.056
RPPA	PC141	5.555632961548478e-4	0.056
RPPA	PC142	5.480003865116817e-4	0.055
RPPA	PC143	5.27433391548567e-4	0.053
RPPA	PC144	5.225674722856962e-4	0.052
RPPA	PC145	5.197172409216022e-4	0.052
RPPA	PC146	4.932706090954273e-4	0.049
RPPA	PC147	4.7651811381825657e-4	0.048
RPPA	PC148	4.667747592204519e-4	0.047
RPPA	PC149	4.5099078641387723e-4	0.045
RPPA	PC150	4.463156155791924e-4	0.045
RPPA	PC151	4.2489572521829726e-4	0.042
RPPA	PC152	4.144747853742124e-4	0.041
RPPA	PC153	4.040694352442123e-4	0.04
RPPA	PC154	3.9705904775873903e-4	0.04
RPPA	PC155	3.8191031852002764e-4	0.038
RPPA	PC156	3.782911818287061e-4	0.038
RPPA	PC157	3.730370802056046e-4	0.037
RPPA	PC158	3.6167722750225323e-4	0.036
RPPA	PC159	3.577772700808327e-4	0.036
RPPA	PC160	3.473402221787824e-4	0.035
RPPA	PC161	3.4406880807143724e-4	0.034
RPPA	PC162	3.261377049506488e-4	0.033
RPPA	PC163	3.114744154344039e-4	0.031
RPPA	PC164	3.0890288076615316e-4	0.031
RPPA	PC165	3.014217428541104e-4	0.03
RPPA	PC166	2.910174941703696e-4	0.029
RPPA	PC167	2.8379854233830077e-4	0.028
RPPA	PC168	2.7500855179433855e-4	0.028
RPPA	PC169	2.6660724771713785e-4	0.027
RPPA	PC170	2.597324031887048e-4	0.026
RPPA	PC171	2.4939256482318397e-4	0.025
RPPA	PC172	2.415852509209433e-4	0.024
RPPA	PC173	2.3383565048094564e-4	0.023
RPPA	PC174	2.208446749223713e-4	0.022
RPPA	PC175	2.1692224545866935e-4	0.022
RPPA	PC176	2.1509413559473104e-4	0.022
RPPA	PC177	2.0282182829158053e-4	0.02
RPPA	PC178	1.9781862297037472e-4	0.02
RPPA	PC179	1.8722152066316997e-4	0.019
RPPA	PC180	1.8219589574417495e-4	0.018
RPPA	PC181	1.715453132922821e-4	0.017
RPPA	PC182	1.6565764927347444e-4	0.017
RPPA	PC183	1.5934880106558422e-4	0.016
RPPA	PC184	1.4677577380368213e-4	0.015
RPPA	PC185	1.4485579230056621e-4	0.014
RPPA	PC186	1.3221344811651113e-4	0.013
RPPA	PC187	1.231498342131262e-4	0.012
RPPA	PC188	1.0571831952870006e-4	0.011
RPPA	PC189	9.657645132268268e-5	0.01
